period,timestamp,available_chillers,available_cooling_capacity_kw,required_cooling_capacity_kw,capacity_margin_kw,service_available,redundancy_state
baseline,2026-01-24 18:30:00,3,1200,733.27,466.73,True,N+1
baseline,2026-01-24 18:45:00,3,1200,717.28,482.72,True,N+1
baseline,2026-01-24 19:00:00,3,1200,695.59,504.40999999999997,True,N+1
baseline,2026-01-24 19:15:00,3,1200,702.72,497.28,True,N+1
baseline,2026-01-24 19:30:00,3,1200,708.05,491.95000000000005,True,N+1
baseline,2026-01-24 19:45:00,3,1200,680.47,519.53,True,N+1
baseline,2026-01-24 20:00:00,3,1200,716.13,483.87,True,N+1
baseline,2026-01-24 20:15:00,3,1200,742.66,457.34000000000003,True,N+1
baseline,2026-01-24 20:30:00,3,1200,714.55,485.45000000000005,True,N+1
baseline,2026-01-24 20:45:00,3,1200,721.86,478.14,True,N+1
baseline,2026-01-24 21:00:00,3,1200,701.9,498.1,True,N+1
baseline,2026-01-24 21:15:00,3,1200,711.0,489.0,True,N+1
baseline,2026-01-24 21:30:00,3,1200,672.79,527.21,True,N+1
baseline,2026-01-24 21:45:00,3,1200,663.36,536.64,True,N+1
baseline,2026-01-24 22:00:00,3,1200,676.06,523.94,True,N+1
baseline,2026-01-24 22:15:00,3,1200,700.24,499.76,True,N+1
baseline,2026-01-24 22:30:00,3,1200,672.38,527.62,True,N+1
baseline,2026-01-24 22:45:00,3,1200,709.12,490.88,True,N+1
baseline,2026-01-24 23:00:00,3,1200,670.36,529.64,True,N+1
baseline,2026-01-24 23:15:00,3,1200,661.27,538.73,True,N+1
baseline,2026-01-24 23:30:00,3,1200,637.98,562.02,True,N+1
baseline,2026-01-24 23:45:00,3,1200,653.17,546.83,True,N+1
baseline,2026-01-25 00:00:00,3,1200,672.21,527.79,True,N+1
baseline,2026-01-25 00:15:00,3,1200,657.43,542.57,True,N+1
baseline,2026-01-25 00:30:00,3,1200,703.23,496.77,True,N+1
baseline,2026-01-25 00:45:00,3,1200,642.66,557.34,True,N+1
baseline,2026-01-25 01:00:00,3,1200,655.94,544.06,True,N+1
baseline,2026-01-25 01:15:00,3,1200,620.42,579.58,True,N+1
baseline,2026-01-25 01:30:00,3,1200,698.34,501.65999999999997,True,N+1
baseline,2026-01-25 01:45:00,3,1200,687.25,512.75,True,N+1
baseline,2026-01-25 02:00:00,3,1200,680.62,519.38,True,N+1
baseline,2026-01-25 02:15:00,3,1200,654.59,545.41,True,N+1
baseline,2026-01-25 02:30:00,3,1200,665.14,534.86,True,N+1
baseline,2026-01-25 02:45:00,3,1200,657.81,542.19,True,N+1
baseline,2026-01-25 03:00:00,3,1200,690.4,509.6,True,N+1
baseline,2026-01-25 03:15:00,3,1200,659.96,540.04,True,N+1
baseline,2026-01-25 03:30:00,3,1200,642.71,557.29,True,N+1
baseline,2026-01-25 03:45:00,3,1200,669.46,530.54,True,N+1
baseline,2026-01-25 04:00:00,3,1200,659.22,540.78,True,N+1
baseline,2026-01-25 04:15:00,3,1200,652.85,547.15,True,N+1
baseline,2026-01-25 04:30:00,3,1200,695.71,504.28999999999996,True,N+1
baseline,2026-01-25 04:45:00,3,1200,671.9,528.1,True,N+1
baseline,2026-01-25 05:00:00,3,1200,652.92,547.08,True,N+1
baseline,2026-01-25 05:15:00,3,1200,690.28,509.72,True,N+1
baseline,2026-01-25 05:30:00,3,1200,679.21,520.79,True,N+1
baseline,2026-01-25 05:45:00,3,1200,691.3,508.70000000000005,True,N+1
baseline,2026-01-25 06:00:00,3,1200,693.05,506.95000000000005,True,N+1
baseline,2026-01-25 06:15:00,3,1200,690.9,509.1,True,N+1
baseline,2026-01-25 06:30:00,3,1200,714.64,485.36,True,N+1
baseline,2026-01-25 06:45:00,3,1200,685.91,514.09,True,N+1
baseline,2026-01-25 07:00:00,3,1200,693.68,506.32000000000005,True,N+1
baseline,2026-01-25 07:15:00,3,1200,694.3,505.70000000000005,True,N+1
baseline,2026-01-25 07:30:00,3,1200,720.01,479.99,True,N+1
baseline,2026-01-25 07:45:00,3,1200,709.65,490.35,True,N+1
baseline,2026-01-25 08:00:00,3,1200,711.63,488.37,True,N+1
baseline,2026-01-25 08:15:00,3,1200,707.36,492.64,True,N+1
baseline,2026-01-25 08:30:00,3,1200,723.67,476.33000000000004,True,N+1
baseline,2026-01-25 08:45:00,3,1200,727.11,472.89,True,N+1
baseline,2026-01-25 09:00:00,3,1200,696.76,503.24,True,N+1
baseline,2026-01-25 09:15:00,3,1200,730.1,469.9,True,N+1
baseline,2026-01-25 09:30:00,3,1200,732.37,467.63,True,N+1
baseline,2026-01-25 09:45:00,3,1200,756.42,443.58000000000004,True,N+1
baseline,2026-01-25 10:00:00,3,1200,744.55,455.45000000000005,True,N+1
baseline,2026-01-25 10:15:00,3,1200,733.5,466.5,True,N+1
baseline,2026-01-25 10:30:00,3,1200,756.31,443.69000000000005,True,N+1
baseline,2026-01-25 10:45:00,3,1200,720.65,479.35,True,N+1
baseline,2026-01-25 11:00:00,3,1200,742.19,457.80999999999995,True,N+1
baseline,2026-01-25 11:15:00,3,1200,732.11,467.89,True,N+1
baseline,2026-01-25 11:30:00,3,1200,751.45,448.54999999999995,True,N+1
baseline,2026-01-25 11:45:00,3,1200,745.13,454.87,True,N+1
baseline,2026-01-25 12:00:00,3,1200,761.59,438.40999999999997,True,N+1
baseline,2026-01-25 12:15:00,3,1200,756.77,443.23,True,N+1
baseline,2026-01-25 12:30:00,3,1200,769.84,430.15999999999997,True,N+1
baseline,2026-01-25 12:45:00,3,1200,749.8,450.20000000000005,True,N+1
baseline,2026-01-25 13:00:00,3,1200,742.59,457.40999999999997,True,N+1
baseline,2026-01-25 13:15:00,3,1200,788.25,411.75,True,N+1
baseline,2026-01-25 13:30:00,3,1200,807.0,393.0,True,N+1
baseline,2026-01-25 13:45:00,3,1200,751.37,448.63,True,N+1
baseline,2026-01-25 14:00:00,3,1200,766.67,433.33000000000004,True,N+1
baseline,2026-01-25 14:15:00,3,1200,782.57,417.42999999999995,True,N+1
baseline,2026-01-25 14:30:00,3,1200,748.55,451.45000000000005,True,N+1
baseline,2026-01-25 14:45:00,3,1200,795.06,404.94000000000005,True,N+1
baseline,2026-01-25 15:00:00,3,1200,777.4,422.6,True,N+1
baseline,2026-01-25 15:15:00,3,1200,780.46,419.53999999999996,True,N+1
baseline,2026-01-25 15:30:00,3,1200,783.31,416.69000000000005,True,N+1
baseline,2026-01-25 15:45:00,3,1200,773.66,426.34000000000003,True,N+1
baseline,2026-01-25 16:00:00,3,1200,730.41,469.59000000000003,True,N+1
baseline,2026-01-25 16:15:00,3,1200,774.07,425.92999999999995,True,N+1
baseline,2026-01-25 16:30:00,3,1200,754.93,445.07000000000005,True,N+1
baseline,2026-01-25 16:45:00,3,1200,762.39,437.61,True,N+1
baseline,2026-01-25 17:00:00,3,1200,775.1,424.9,True,N+1
baseline,2026-01-25 17:15:00,3,1200,747.47,452.53,True,N+1
baseline,2026-01-25 17:30:00,3,1200,755.95,444.04999999999995,True,N+1
baseline,2026-01-25 17:45:00,3,1200,745.22,454.78,True,N+1
baseline,2026-01-25 18:00:00,3,1200,739.97,460.03,True,N+1
baseline,2026-01-25 18:15:00,3,1200,766.69,433.30999999999995,True,N+1
baseline,2026-01-25 18:30:00,3,1200,743.0,457.0,True,N+1
baseline,2026-01-25 18:45:00,3,1200,709.46,490.53999999999996,True,N+1
baseline,2026-01-25 19:00:00,3,1200,714.85,485.15,True,N+1
baseline,2026-01-25 19:15:00,3,1200,740.9,459.1,True,N+1
baseline,2026-01-25 19:30:00,3,1200,732.78,467.22,True,N+1
baseline,2026-01-25 19:45:00,3,1200,691.74,508.26,True,N+1
baseline,2026-01-25 20:00:00,3,1200,766.27,433.73,True,N+1
baseline,2026-01-25 20:15:00,3,1200,736.28,463.72,True,N+1
baseline,2026-01-25 20:30:00,3,1200,696.51,503.49,True,N+1
baseline,2026-01-25 20:45:00,3,1200,713.61,486.39,True,N+1
baseline,2026-01-25 21:00:00,3,1200,667.42,532.58,True,N+1
baseline,2026-01-25 21:15:00,3,1200,684.8,515.2,True,N+1
baseline,2026-01-25 21:30:00,3,1200,744.74,455.26,True,N+1
baseline,2026-01-25 21:45:00,3,1200,692.27,507.73,True,N+1
baseline,2026-01-25 22:00:00,3,1200,655.86,544.14,True,N+1
baseline,2026-01-25 22:15:00,3,1200,662.55,537.45,True,N+1
baseline,2026-01-25 22:30:00,3,1200,671.35,528.65,True,N+1
baseline,2026-01-25 22:45:00,3,1200,678.47,521.53,True,N+1
baseline,2026-01-25 23:00:00,3,1200,673.41,526.59,True,N+1
baseline,2026-01-25 23:15:00,3,1200,708.65,491.35,True,N+1
baseline,2026-01-25 23:30:00,3,1200,700.57,499.42999999999995,True,N+1
baseline,2026-01-25 23:45:00,3,1200,623.01,576.99,True,N+1
baseline,2026-01-26 00:00:00,3,1200,665.44,534.56,True,N+1
baseline,2026-01-26 00:15:00,3,1200,689.25,510.75,True,N+1
baseline,2026-01-26 00:30:00,3,1200,663.77,536.23,True,N+1
baseline,2026-01-26 00:45:00,3,1200,678.25,521.75,True,N+1
baseline,2026-01-26 01:00:00,3,1200,654.38,545.62,True,N+1
baseline,2026-01-26 01:15:00,3,1200,676.53,523.47,True,N+1
baseline,2026-01-26 01:30:00,3,1200,675.47,524.53,True,N+1
baseline,2026-01-26 01:45:00,3,1200,664.42,535.58,True,N+1
baseline,2026-01-26 02:00:00,3,1200,686.0,514.0,True,N+1
baseline,2026-01-26 02:15:00,3,1200,617.83,582.17,True,N+1
baseline,2026-01-26 02:30:00,3,1200,662.47,537.53,True,N+1
baseline,2026-01-26 02:45:00,3,1200,694.37,505.63,True,N+1
baseline,2026-01-26 03:00:00,3,1200,679.46,520.54,True,N+1
baseline,2026-01-26 03:15:00,3,1200,704.14,495.86,True,N+1
baseline,2026-01-26 03:30:00,3,1200,641.62,558.38,True,N+1
baseline,2026-01-26 03:45:00,3,1200,705.3,494.70000000000005,True,N+1
baseline,2026-01-26 04:00:00,3,1200,648.59,551.41,True,N+1
baseline,2026-01-26 04:15:00,3,1200,659.42,540.58,True,N+1
baseline,2026-01-26 04:30:00,3,1200,673.9,526.1,True,N+1
baseline,2026-01-26 04:45:00,3,1200,709.53,490.47,True,N+1
baseline,2026-01-26 05:00:00,3,1200,670.21,529.79,True,N+1
baseline,2026-01-26 05:15:00,3,1200,678.28,521.72,True,N+1
baseline,2026-01-26 05:30:00,3,1200,711.17,488.83000000000004,True,N+1
baseline,2026-01-26 05:45:00,3,1200,669.25,530.75,True,N+1
baseline,2026-01-26 06:00:00,3,1200,724.82,475.17999999999995,True,N+1
baseline,2026-01-26 06:15:00,3,1200,689.72,510.28,True,N+1
baseline,2026-01-26 06:30:00,3,1200,714.8,485.20000000000005,True,N+1
baseline,2026-01-26 06:45:00,3,1200,741.57,458.42999999999995,True,N+1
baseline,2026-01-26 07:00:00,3,1200,675.71,524.29,True,N+1
baseline,2026-01-26 07:15:00,3,1200,679.42,520.58,True,N+1
baseline,2026-01-26 07:30:00,3,1200,718.23,481.77,True,N+1
baseline,2026-01-26 07:45:00,3,1200,675.33,524.67,True,N+1
baseline,2026-01-26 08:00:00,3,1200,725.06,474.94000000000005,True,N+1
baseline,2026-01-26 08:15:00,3,1200,691.14,508.86,True,N+1
baseline,2026-01-26 08:30:00,3,1200,710.65,489.35,True,N+1
baseline,2026-01-26 08:45:00,3,1200,697.43,502.57000000000005,True,N+1
baseline,2026-01-26 09:00:00,3,1200,732.96,467.03999999999996,True,N+1
baseline,2026-01-26 09:15:00,3,1200,743.99,456.01,True,N+1
baseline,2026-01-26 09:30:00,3,1200,736.51,463.49,True,N+1
baseline,2026-01-26 09:45:00,3,1200,740.84,459.15999999999997,True,N+1
baseline,2026-01-26 10:00:00,3,1200,784.24,415.76,True,N+1
baseline,2026-01-26 10:15:00,3,1200,768.42,431.58000000000004,True,N+1
baseline,2026-01-26 10:30:00,3,1200,728.29,471.71000000000004,True,N+1
baseline,2026-01-26 10:45:00,3,1200,812.19,387.80999999999995,True,N+1
baseline,2026-01-26 11:00:00,3,1200,743.58,456.41999999999996,True,N+1
baseline,2026-01-26 11:15:00,3,1200,795.86,404.14,True,N+1
baseline,2026-01-26 11:30:00,3,1200,715.28,484.72,True,N+1
baseline,2026-01-26 11:45:00,3,1200,785.12,414.88,True,N+1
baseline,2026-01-26 12:00:00,3,1200,756.12,443.88,True,N+1
baseline,2026-01-26 12:15:00,3,1200,764.49,435.51,True,N+1
baseline,2026-01-26 12:30:00,3,1200,768.57,431.42999999999995,True,N+1
baseline,2026-01-26 12:45:00,3,1200,778.71,421.28999999999996,True,N+1
baseline,2026-01-26 13:00:00,3,1200,767.09,432.90999999999997,True,N+1
baseline,2026-01-26 13:15:00,3,1200,781.72,418.28,True,N+1
baseline,2026-01-26 13:30:00,3,1200,792.04,407.96000000000004,True,N+1
baseline,2026-01-26 13:45:00,3,1200,773.25,426.75,True,N+1
baseline,2026-01-26 14:00:00,3,1200,736.14,463.86,True,N+1
baseline,2026-01-26 14:15:00,3,1200,735.68,464.32000000000005,True,N+1
baseline,2026-01-26 14:30:00,3,1200,759.89,440.11,True,N+1
baseline,2026-01-26 14:45:00,3,1200,769.73,430.27,True,N+1
baseline,2026-01-26 15:00:00,3,1200,797.83,402.16999999999996,True,N+1
baseline,2026-01-26 15:15:00,3,1200,762.78,437.22,True,N+1
baseline,2026-01-26 15:30:00,3,1200,773.92,426.08000000000004,True,N+1
baseline,2026-01-26 15:45:00,3,1200,802.13,397.87,True,N+1
baseline,2026-01-26 16:00:00,3,1200,748.58,451.41999999999996,True,N+1
baseline,2026-01-26 16:15:00,3,1200,729.47,470.53,True,N+1
baseline,2026-01-26 16:30:00,3,1200,736.53,463.47,True,N+1
baseline,2026-01-26 16:45:00,3,1200,785.18,414.82000000000005,True,N+1
baseline,2026-01-26 17:00:00,3,1200,755.26,444.74,True,N+1
baseline,2026-01-26 17:15:00,3,1200,748.94,451.05999999999995,True,N+1
baseline,2026-01-26 17:30:00,3,1200,741.79,458.21000000000004,True,N+1
baseline,2026-01-26 17:45:00,3,1200,783.71,416.28999999999996,True,N+1
baseline,2026-01-26 18:00:00,3,1200,701.2,498.79999999999995,True,N+1
baseline,2026-01-26 18:15:00,3,1200,733.69,466.30999999999995,True,N+1
baseline,2026-01-26 18:30:00,3,1200,760.41,439.59000000000003,True,N+1
baseline,2026-01-26 18:45:00,3,1200,775.69,424.30999999999995,True,N+1
baseline,2026-01-26 19:00:00,3,1200,719.75,480.25,True,N+1
baseline,2026-01-26 19:15:00,3,1200,714.78,485.22,True,N+1
baseline,2026-01-26 19:30:00,3,1200,712.49,487.51,True,N+1
baseline,2026-01-26 19:45:00,3,1200,714.24,485.76,True,N+1
baseline,2026-01-26 20:00:00,3,1200,717.2,482.79999999999995,True,N+1
baseline,2026-01-26 20:15:00,3,1200,710.26,489.74,True,N+1
baseline,2026-01-26 20:30:00,3,1200,709.97,490.03,True,N+1
baseline,2026-01-26 20:45:00,3,1200,678.54,521.46,True,N+1
baseline,2026-01-26 21:00:00,3,1200,716.39,483.61,True,N+1
baseline,2026-01-26 21:15:00,3,1200,744.92,455.08000000000004,True,N+1
baseline,2026-01-26 21:30:00,3,1200,702.63,497.37,True,N+1
baseline,2026-01-26 21:45:00,3,1200,658.27,541.73,True,N+1
baseline,2026-01-26 22:00:00,3,1200,687.72,512.28,True,N+1
baseline,2026-01-26 22:15:00,3,1200,680.21,519.79,True,N+1
baseline,2026-01-26 22:30:00,3,1200,730.62,469.38,True,N+1
baseline,2026-01-26 22:45:00,3,1200,674.28,525.72,True,N+1
baseline,2026-01-26 23:00:00,3,1200,702.82,497.17999999999995,True,N+1
baseline,2026-01-26 23:15:00,3,1200,684.77,515.23,True,N+1
baseline,2026-01-26 23:30:00,3,1200,671.39,528.61,True,N+1
baseline,2026-01-26 23:45:00,3,1200,672.3,527.7,True,N+1
baseline,2026-01-27 00:00:00,3,1200,683.6,516.4,True,N+1
baseline,2026-01-27 00:15:00,3,1200,721.47,478.53,True,N+1
baseline,2026-01-27 00:30:00,3,1200,675.31,524.69,True,N+1
baseline,2026-01-27 00:45:00,3,1200,692.87,507.13,True,N+1
baseline,2026-01-27 01:00:00,3,1200,684.56,515.44,True,N+1
baseline,2026-01-27 01:15:00,3,1200,662.45,537.55,True,N+1
baseline,2026-01-27 01:30:00,3,1200,664.29,535.71,True,N+1
baseline,2026-01-27 01:45:00,3,1200,650.1,549.9,True,N+1
baseline,2026-01-27 02:00:00,3,1200,633.74,566.26,True,N+1
baseline,2026-01-27 02:15:00,3,1200,615.64,584.36,True,N+1
baseline,2026-01-27 02:30:00,3,1200,692.29,507.71000000000004,True,N+1
baseline,2026-01-27 02:45:00,3,1200,723.39,476.61,True,N+1
baseline,2026-01-27 03:00:00,3,1200,711.55,488.45000000000005,True,N+1
baseline,2026-01-27 03:15:00,3,1200,630.17,569.83,True,N+1
baseline,2026-01-27 03:30:00,3,1200,639.86,560.14,True,N+1
baseline,2026-01-27 03:45:00,3,1200,682.83,517.17,True,N+1
baseline,2026-01-27 04:00:00,3,1200,677.96,522.04,True,N+1
baseline,2026-01-27 04:15:00,3,1200,661.71,538.29,True,N+1
baseline,2026-01-27 04:30:00,3,1200,688.09,511.90999999999997,True,N+1
baseline,2026-01-27 04:45:00,3,1200,711.43,488.57000000000005,True,N+1
baseline,2026-01-27 05:00:00,3,1200,667.87,532.13,True,N+1
baseline,2026-01-27 05:15:00,3,1200,657.25,542.75,True,N+1
baseline,2026-01-27 05:30:00,3,1200,678.88,521.12,True,N+1
baseline,2026-01-27 05:45:00,3,1200,659.3,540.7,True,N+1
baseline,2026-01-27 06:00:00,3,1200,761.15,438.85,True,N+1
baseline,2026-01-27 06:15:00,3,1200,717.1,482.9,True,N+1
baseline,2026-01-27 06:30:00,3,1200,704.78,495.22,True,N+1
baseline,2026-01-27 06:45:00,3,1200,710.67,489.33000000000004,True,N+1
baseline,2026-01-27 07:00:00,3,1200,684.9,515.1,True,N+1
baseline,2026-01-27 07:15:00,3,1200,739.83,460.16999999999996,True,N+1
baseline,2026-01-27 07:30:00,3,1200,740.77,459.23,True,N+1
baseline,2026-01-27 07:45:00,3,1200,690.05,509.95000000000005,True,N+1
baseline,2026-01-27 08:00:00,3,1200,719.51,480.49,True,N+1
baseline,2026-01-27 08:15:00,3,1200,750.93,449.07000000000005,True,N+1
baseline,2026-01-27 08:30:00,3,1200,724.95,475.04999999999995,True,N+1
baseline,2026-01-27 08:45:00,3,1200,733.11,466.89,True,N+1
baseline,2026-01-27 09:00:00,3,1200,761.34,438.65999999999997,True,N+1
baseline,2026-01-27 09:15:00,3,1200,758.3,441.70000000000005,True,N+1
baseline,2026-01-27 09:30:00,3,1200,728.65,471.35,True,N+1
baseline,2026-01-27 09:45:00,3,1200,762.41,437.59000000000003,True,N+1
baseline,2026-01-27 10:00:00,3,1200,750.82,449.17999999999995,True,N+1
baseline,2026-01-27 10:15:00,3,1200,757.46,442.53999999999996,True,N+1
baseline,2026-01-27 10:30:00,3,1200,723.73,476.27,True,N+1
baseline,2026-01-27 10:45:00,3,1200,760.0,440.0,True,N+1
baseline,2026-01-27 11:00:00,3,1200,764.94,435.05999999999995,True,N+1
baseline,2026-01-27 11:15:00,3,1200,777.58,422.41999999999996,True,N+1
baseline,2026-01-27 11:30:00,3,1200,752.75,447.25,True,N+1
baseline,2026-01-27 11:45:00,3,1200,775.66,424.34000000000003,True,N+1
baseline,2026-01-27 12:00:00,3,1200,757.18,442.82000000000005,True,N+1
baseline,2026-01-27 12:15:00,3,1200,802.47,397.53,True,N+1
baseline,2026-01-27 12:30:00,3,1200,759.62,440.38,True,N+1
baseline,2026-01-27 12:45:00,3,1200,745.83,454.16999999999996,True,N+1
baseline,2026-01-27 13:00:00,3,1200,789.93,410.07000000000005,True,N+1
baseline,2026-01-27 13:15:00,3,1200,739.8,460.20000000000005,True,N+1
baseline,2026-01-27 13:30:00,3,1200,759.83,440.16999999999996,True,N+1
baseline,2026-01-27 13:45:00,3,1200,775.04,424.96000000000004,True,N+1
baseline,2026-01-27 14:00:00,3,1200,787.97,412.03,True,N+1
baseline,2026-01-27 14:15:00,3,1200,795.38,404.62,True,N+1
baseline,2026-01-27 14:30:00,3,1200,776.02,423.98,True,N+1
baseline,2026-01-27 14:45:00,3,1200,755.77,444.23,True,N+1
baseline,2026-01-27 15:00:00,3,1200,798.85,401.15,True,N+1
baseline,2026-01-27 15:15:00,3,1200,761.66,438.34000000000003,True,N+1
baseline,2026-01-27 15:30:00,3,1200,748.51,451.49,True,N+1
baseline,2026-01-27 15:45:00,3,1200,812.09,387.90999999999997,True,N+1
baseline,2026-01-27 16:00:00,3,1200,775.66,424.34000000000003,True,N+1
baseline,2026-01-27 16:15:00,3,1200,797.66,402.34000000000003,True,N+1
baseline,2026-01-27 16:30:00,3,1200,762.65,437.35,True,N+1
baseline,2026-01-27 16:45:00,3,1200,759.38,440.62,True,N+1
baseline,2026-01-27 17:00:00,3,1200,779.7,420.29999999999995,True,N+1
baseline,2026-01-27 17:15:00,3,1200,773.68,426.32000000000005,True,N+1
baseline,2026-01-27 17:30:00,3,1200,773.69,426.30999999999995,True,N+1
baseline,2026-01-27 17:45:00,3,1200,759.3,440.70000000000005,True,N+1
baseline,2026-01-27 18:00:00,3,1200,702.91,497.09000000000003,True,N+1
baseline,2026-01-27 18:15:00,3,1200,725.97,474.03,True,N+1
baseline,2026-01-27 18:30:00,3,1200,710.88,489.12,True,N+1
baseline,2026-01-27 18:45:00,3,1200,754.99,445.01,True,N+1
baseline,2026-01-27 19:00:00,3,1200,726.12,473.88,True,N+1
baseline,2026-01-27 19:15:00,3,1200,729.58,470.41999999999996,True,N+1
baseline,2026-01-27 19:30:00,3,1200,758.26,441.74,True,N+1
baseline,2026-01-27 19:45:00,3,1200,742.04,457.96000000000004,True,N+1
baseline,2026-01-27 20:00:00,3,1200,743.86,456.14,True,N+1
baseline,2026-01-27 20:15:00,3,1200,748.35,451.65,True,N+1
baseline,2026-01-27 20:30:00,3,1200,701.68,498.32000000000005,True,N+1
baseline,2026-01-27 20:45:00,3,1200,747.34,452.65999999999997,True,N+1
baseline,2026-01-27 21:00:00,3,1200,686.59,513.41,True,N+1
baseline,2026-01-27 21:15:00,3,1200,686.47,513.53,True,N+1
baseline,2026-01-27 21:30:00,3,1200,683.66,516.34,True,N+1
baseline,2026-01-27 21:45:00,3,1200,684.72,515.28,True,N+1
baseline,2026-01-27 22:00:00,3,1200,659.66,540.34,True,N+1
baseline,2026-01-27 22:15:00,3,1200,661.34,538.66,True,N+1
baseline,2026-01-27 22:30:00,3,1200,728.09,471.90999999999997,True,N+1
baseline,2026-01-27 22:45:00,3,1200,682.25,517.75,True,N+1
baseline,2026-01-27 23:00:00,3,1200,702.23,497.77,True,N+1
baseline,2026-01-27 23:15:00,3,1200,654.87,545.13,True,N+1
baseline,2026-01-27 23:30:00,3,1200,649.78,550.22,True,N+1
baseline,2026-01-27 23:45:00,3,1200,680.66,519.34,True,N+1
baseline,2026-01-28 00:00:00,3,1200,670.57,529.43,True,N+1
baseline,2026-01-28 00:15:00,3,1200,661.28,538.72,True,N+1
baseline,2026-01-28 00:30:00,3,1200,642.84,557.16,True,N+1
baseline,2026-01-28 00:45:00,3,1200,646.67,553.33,True,N+1
baseline,2026-01-28 01:00:00,3,1200,660.54,539.46,True,N+1
baseline,2026-01-28 01:15:00,3,1200,668.49,531.51,True,N+1
baseline,2026-01-28 01:30:00,3,1200,681.9,518.1,True,N+1
baseline,2026-01-28 01:45:00,3,1200,648.67,551.33,True,N+1
baseline,2026-01-28 02:00:00,3,1200,650.33,549.67,True,N+1
baseline,2026-01-28 02:15:00,3,1200,688.1,511.9,True,N+1
baseline,2026-01-28 02:30:00,3,1200,661.77,538.23,True,N+1
baseline,2026-01-28 02:45:00,3,1200,688.24,511.76,True,N+1
baseline,2026-01-28 03:00:00,3,1200,680.75,519.25,True,N+1
baseline,2026-01-28 03:15:00,3,1200,686.0,514.0,True,N+1
baseline,2026-01-28 03:30:00,3,1200,670.33,529.67,True,N+1
baseline,2026-01-28 03:45:00,3,1200,687.08,512.92,True,N+1
baseline,2026-01-28 04:00:00,3,1200,719.26,480.74,True,N+1
baseline,2026-01-28 04:15:00,3,1200,709.15,490.85,True,N+1
baseline,2026-01-28 04:30:00,3,1200,675.17,524.83,True,N+1
baseline,2026-01-28 04:45:00,3,1200,689.51,510.49,True,N+1
baseline,2026-01-28 05:00:00,3,1200,650.12,549.88,True,N+1
baseline,2026-01-28 05:15:00,3,1200,689.66,510.34000000000003,True,N+1
baseline,2026-01-28 05:30:00,3,1200,675.89,524.11,True,N+1
baseline,2026-01-28 05:45:00,3,1200,644.88,555.12,True,N+1
baseline,2026-01-28 06:00:00,3,1200,678.8,521.2,True,N+1
baseline,2026-01-28 06:15:00,3,1200,733.83,466.16999999999996,True,N+1
baseline,2026-01-28 06:30:00,3,1200,743.31,456.69000000000005,True,N+1
baseline,2026-01-28 06:45:00,3,1200,683.74,516.26,True,N+1
baseline,2026-01-28 07:00:00,3,1200,715.98,484.02,True,N+1
baseline,2026-01-28 07:15:00,3,1200,741.46,458.53999999999996,True,N+1
baseline,2026-01-28 07:30:00,3,1200,701.6,498.4,True,N+1
baseline,2026-01-28 07:45:00,3,1200,717.23,482.77,True,N+1
baseline,2026-01-28 08:00:00,3,1200,746.91,453.09000000000003,True,N+1
baseline,2026-01-28 08:15:00,3,1200,748.28,451.72,True,N+1
baseline,2026-01-28 08:30:00,3,1200,732.69,467.30999999999995,True,N+1
baseline,2026-01-28 08:45:00,3,1200,752.46,447.53999999999996,True,N+1
baseline,2026-01-28 09:00:00,3,1200,746.91,453.09000000000003,True,N+1
baseline,2026-01-28 09:15:00,3,1200,750.67,449.33000000000004,True,N+1
baseline,2026-01-28 09:30:00,3,1200,752.7,447.29999999999995,True,N+1
baseline,2026-01-28 09:45:00,3,1200,714.93,485.07000000000005,True,N+1
baseline,2026-01-28 10:00:00,3,1200,783.43,416.57000000000005,True,N+1
baseline,2026-01-28 10:15:00,3,1200,738.56,461.44000000000005,True,N+1
baseline,2026-01-28 10:30:00,3,1200,746.12,453.88,True,N+1
baseline,2026-01-28 10:45:00,3,1200,756.81,443.19000000000005,True,N+1
baseline,2026-01-28 11:00:00,3,1200,767.45,432.54999999999995,True,N+1
baseline,2026-01-28 11:15:00,3,1200,774.35,425.65,True,N+1
baseline,2026-01-28 11:30:00,3,1200,769.57,430.42999999999995,True,N+1
baseline,2026-01-28 11:45:00,3,1200,796.79,403.21000000000004,True,N+1
baseline,2026-01-28 12:00:00,3,1200,766.49,433.51,True,N+1
baseline,2026-01-28 12:15:00,3,1200,795.43,404.57000000000005,True,N+1
baseline,2026-01-28 12:30:00,3,1200,743.99,456.01,True,N+1
baseline,2026-01-28 12:45:00,3,1200,745.06,454.94000000000005,True,N+1
baseline,2026-01-28 13:00:00,3,1200,786.56,413.44000000000005,True,N+1
baseline,2026-01-28 13:15:00,3,1200,809.47,390.53,True,N+1
baseline,2026-01-28 13:30:00,3,1200,792.83,407.16999999999996,True,N+1
baseline,2026-01-28 13:45:00,3,1200,767.17,432.83000000000004,True,N+1
baseline,2026-01-28 14:00:00,3,1200,734.2,465.79999999999995,True,N+1
baseline,2026-01-28 14:15:00,3,1200,773.23,426.77,True,N+1
baseline,2026-01-28 14:30:00,3,1200,773.77,426.23,True,N+1
baseline,2026-01-28 14:45:00,3,1200,767.25,432.75,True,N+1
baseline,2026-01-28 15:00:00,3,1200,786.8,413.20000000000005,True,N+1
baseline,2026-01-28 15:15:00,3,1200,784.64,415.36,True,N+1
baseline,2026-01-28 15:30:00,3,1200,777.85,422.15,True,N+1
