period,alarm_id,timestamp,asset_code,priority
baseline,BA00437,2026-07-25 22:03:00,P-06,MEDIUM
baseline,BA00438,2026-07-16 11:25:00,P-02,HIGH
baseline,BA00439,2026-08-26 08:44:00,P-01,HIGH
baseline,BA00440,2026-08-24 12:43:00,P-05,HIGH
baseline,BA00441,2026-08-26 14:38:00,P-03,HIGH
baseline,BA00442,2026-08-25 15:11:00,P-02,HIGH
baseline,BA00443,2026-08-09 02:32:00,P-01,HIGH
baseline,BA00444,2026-08-06 07:16:00,P-03,HIGH
baseline,BA00445,2026-08-04 02:10:00,P-04,HIGH
baseline,BA00446,2026-08-08 00:33:00,P-01,HIGH
baseline,BA00447,2026-08-14 13:17:00,P-06,HIGH
baseline,BA00448,2026-08-10 23:41:00,P-02,MEDIUM
baseline,BA00449,2026-08-25 16:04:00,P-05,HIGH
baseline,BA00450,2026-08-15 22:18:00,CH-02,MEDIUM
baseline,BA00451,2026-08-08 09:42:00,P-06,HIGH
baseline,BA00452,2026-08-28 11:12:00,CH-03,MEDIUM
baseline,BA00453,2026-08-17 07:48:00,P-04,MEDIUM
baseline,BA00454,2026-08-18 22:12:00,P-06,HIGH
baseline,BA00455,2026-08-29 06:38:00,P-06,MEDIUM
baseline,BA00456,2026-08-16 13:51:00,P-06,HIGH
baseline,BA00457,2026-08-13 15:15:00,P-02,MEDIUM
baseline,BA00458,2026-08-03 13:10:00,CH-01,MEDIUM
baseline,BA00459,2026-08-15 22:58:00,P-04,MEDIUM
baseline,BA00460,2026-08-17 03:41:00,CH-01,HIGH
baseline,BA00461,2026-08-06 19:22:00,P-04,HIGH
baseline,BA00462,2026-08-10 00:10:00,P-04,MEDIUM
baseline,BA00463,2026-08-05 17:41:00,P-03,HIGH
baseline,BA00464,2026-08-27 14:45:00,P-05,MEDIUM
baseline,BA00465,2026-08-10 14:54:00,CH-02,HIGH
baseline,BA00466,2026-08-10 23:35:00,P-02,HIGH
baseline,BA00467,2026-08-28 12:30:00,P-03,HIGH
baseline,BA00468,2026-08-29 19:19:00,P-01,MEDIUM
baseline,BA00469,2026-08-04 01:52:00,P-03,MEDIUM
baseline,BA00470,2026-08-14 18:44:00,CH-02,HIGH
baseline,BA00471,2026-08-06 03:36:00,CH-03,HIGH
baseline,BA00472,2026-08-26 18:30:00,P-02,HIGH
baseline,BA00473,2026-08-02 00:19:00,CH-02,HIGH
baseline,BA00474,2026-08-02 12:22:00,P-02,HIGH
baseline,BA00475,2026-08-11 16:27:00,P-03,HIGH
baseline,BA00476,2026-08-09 16:25:00,CH-02,HIGH
baseline,BA00477,2026-08-13 13:23:00,P-01,HIGH
baseline,BA00478,2026-08-02 20:46:00,P-01,HIGH
baseline,BA00479,2026-08-14 18:37:00,CH-01,HIGH
baseline,BA00480,2026-08-23 21:37:00,CH-01,MEDIUM
baseline,BA00481,2026-08-08 20:19:00,P-01,HIGH
baseline,BA00482,2026-08-22 15:27:00,P-06,HIGH
baseline,BA00483,2026-08-10 15:14:00,CH-02,HIGH
baseline,BA00484,2026-08-27 23:47:00,P-02,MEDIUM
baseline,BA00485,2026-08-12 15:50:00,P-03,HIGH
baseline,BA00486,2026-08-09 12:12:00,P-03,HIGH
baseline,BA00487,2026-08-04 19:39:00,CH-02,HIGH
baseline,BA00488,2026-08-09 02:31:00,P-04,MEDIUM
baseline,BA00489,2026-08-30 07:02:00,CH-02,HIGH
baseline,BA00490,2026-08-11 03:07:00,P-01,MEDIUM
baseline,BA00491,2026-08-07 20:08:00,P-06,HIGH
baseline,BA00492,2026-08-09 20:40:00,P-06,HIGH
baseline,BA00493,2026-09-24 20:54:00,P-05,HIGH
baseline,BA00494,2026-09-16 17:41:00,P-05,HIGH
baseline,BA00495,2026-09-10 22:38:00,P-06,HIGH
baseline,BA00496,2026-09-22 03:07:00,P-05,HIGH
baseline,BA00497,2026-09-30 05:35:00,P-02,HIGH
baseline,BA00498,2026-09-28 00:20:00,P-01,HIGH
baseline,BA00499,2026-09-23 16:26:00,CH-03,MEDIUM
baseline,BA00500,2026-09-23 18:18:00,P-03,HIGH
baseline,BA00501,2026-09-20 23:52:00,P-03,MEDIUM
baseline,BA00502,2026-09-28 21:01:00,P-06,HIGH
baseline,BA00503,2026-09-19 14:13:00,CH-02,HIGH
baseline,BA00504,2026-09-16 11:41:00,P-04,HIGH
baseline,BA00505,2026-09-11 14:31:00,P-06,HIGH
baseline,BA00506,2026-09-14 14:56:00,CH-01,MEDIUM
baseline,BA00507,2026-09-21 13:32:00,P-01,HIGH
baseline,BA00508,2026-09-14 08:30:00,P-04,MEDIUM
baseline,BA00509,2026-09-06 19:03:00,P-04,HIGH
baseline,BA00510,2026-09-25 17:40:00,P-01,HIGH
baseline,BA00511,2026-09-19 02:00:00,CH-01,HIGH
baseline,BA00512,2026-09-13 11:08:00,P-01,HIGH
baseline,BA00513,2026-09-03 10:18:00,P-05,HIGH
baseline,BA00514,2026-09-11 11:38:00,P-03,HIGH
baseline,BA00515,2026-09-23 20:15:00,P-02,MEDIUM
baseline,BA00516,2026-09-21 08:05:00,P-04,HIGH
baseline,BA00517,2026-09-04 11:50:00,P-01,HIGH
baseline,BA00518,2026-09-12 18:40:00,P-02,MEDIUM
baseline,BA00519,2026-09-16 21:57:00,P-06,HIGH
baseline,BA00520,2026-09-09 00:55:00,CH-01,MEDIUM
baseline,BA00521,2026-09-26 04:59:00,P-01,HIGH
baseline,BA00522,2026-09-17 22:42:00,CH-03,MEDIUM
baseline,BA00523,2026-09-13 12:06:00,P-05,HIGH
baseline,BA00524,2026-09-19 00:09:00,P-05,MEDIUM
baseline,BA00525,2026-09-09 15:56:00,P-02,HIGH
baseline,BA00526,2026-09-12 15:38:00,P-01,HIGH
baseline,BA00527,2026-09-17 04:22:00,CH-03,HIGH
baseline,BA00528,2026-09-29 10:21:00,P-06,MEDIUM
baseline,BA00529,2026-09-06 16:02:00,P-05,MEDIUM
baseline,BA00530,2026-09-27 13:23:00,P-04,HIGH
baseline,BA00531,2026-09-18 07:10:00,P-04,MEDIUM
baseline,BA00532,2026-09-04 20:55:00,CH-03,HIGH
baseline,BA00533,2026-09-10 23:14:00,P-02,HIGH
baseline,BA00534,2026-09-12 03:20:00,CH-03,HIGH
baseline,BA00535,2026-09-25 21:26:00,P-01,HIGH
baseline,BA00536,2026-09-04 14:50:00,P-06,MEDIUM
baseline,BA00537,2026-09-26 09:35:00,P-06,HIGH
baseline,BA00538,2026-09-09 12:35:00,P-04,MEDIUM
baseline,BA00539,2026-09-13 11:59:00,P-01,HIGH
baseline,BA00540,2026-09-10 23:53:00,P-05,HIGH
baseline,BA00541,2026-09-05 02:29:00,P-04,HIGH
baseline,BA00542,2026-09-16 19:43:00,P-06,HIGH
baseline,BA00543,2026-09-18 01:26:00,P-02,HIGH
baseline,BA00544,2026-09-29 02:37:00,CH-02,MEDIUM
baseline,BA00545,2026-09-19 03:46:00,P-04,HIGH
baseline,BA00546,2026-09-04 10:27:00,CH-02,HIGH
baseline,BA00547,2026-09-15 14:32:00,CH-01,HIGH
baseline,BA00548,2026-09-08 23:07:00,P-06,HIGH
baseline,BA00549,2026-09-05 10:35:00,P-02,HIGH
baseline,BA00550,2026-09-25 10:24:00,P-02,MEDIUM
baseline,BA00551,2026-09-08 13:15:00,P-05,HIGH
baseline,BA00552,2026-09-14 04:58:00,P-03,HIGH
baseline,BA00553,2026-09-20 18:24:00,P-03,HIGH
baseline,BA00554,2026-09-16 14:34:00,P-01,HIGH
baseline,BA00555,2026-09-23 17:54:00,P-02,MEDIUM
baseline,BA00556,2026-09-30 16:15:00,P-04,HIGH
baseline,BA00557,2026-09-18 02:26:00,P-05,HIGH
baseline,BA00558,2026-09-07 06:24:00,P-04,MEDIUM
baseline,BA00559,2026-09-23 23:43:00,P-03,MEDIUM
baseline,BA00560,2026-09-11 11:53:00,P-05,HIGH
baseline,BA00561,2026-10-10 12:38:00,P-05,HIGH
baseline,BA00562,2026-10-20 15:31:00,CH-02,HIGH
baseline,BA00563,2026-10-16 16:19:00,P-05,MEDIUM
baseline,BA00564,2026-10-26 08:09:00,P-04,HIGH
baseline,BA00565,2026-10-26 14:16:00,P-02,HIGH
baseline,BA00566,2026-10-23 00:22:00,CH-03,HIGH
baseline,BA00567,2026-10-27 08:47:00,P-05,HIGH
baseline,BA00568,2026-10-02 03:09:00,P-03,HIGH
baseline,BA00569,2026-10-10 06:13:00,P-04,HIGH
baseline,BA00570,2026-10-05 06:09:00,CH-01,HIGH
baseline,BA00571,2026-10-12 10:59:00,P-01,HIGH
baseline,BA00572,2026-10-30 14:36:00,P-02,HIGH
baseline,BA00573,2026-10-31 19:57:00,CH-03,HIGH
baseline,BA00574,2026-10-05 06:52:00,P-06,HIGH
baseline,BA00575,2026-10-14 02:02:00,CH-02,HIGH
baseline,BA00576,2026-10-21 12:01:00,P-05,HIGH
baseline,BA00577,2026-10-20 20:12:00,P-03,HIGH
baseline,BA00578,2026-10-25 00:36:00,CH-03,HIGH
baseline,BA00579,2026-10-30 10:01:00,CH-02,MEDIUM
baseline,BA00580,2026-10-26 11:00:00,P-06,MEDIUM
baseline,BA00581,2026-10-21 11:33:00,P-06,HIGH
baseline,BA00582,2026-10-26 22:28:00,CH-02,HIGH
baseline,BA00583,2026-10-05 14:33:00,P-04,HIGH
baseline,BA00584,2026-10-15 16:20:00,CH-02,HIGH
baseline,BA00585,2026-10-24 19:45:00,CH-03,MEDIUM
baseline,BA00586,2026-10-19 12:53:00,CH-02,HIGH
baseline,BA00587,2026-10-03 06:57:00,P-06,HIGH
baseline,BA00588,2026-10-31 02:10:00,P-02,HIGH
baseline,BA00589,2026-10-14 16:18:00,P-01,HIGH
baseline,BA00590,2026-10-18 15:27:00,CH-03,HIGH
baseline,BA00591,2026-10-30 20:52:00,P-06,HIGH
baseline,BA00592,2026-10-28 22:43:00,P-03,MEDIUM
baseline,BA00593,2026-10-03 11:03:00,CH-03,HIGH
baseline,BA00594,2026-10-09 16:44:00,P-03,HIGH
baseline,BA00595,2026-10-18 14:41:00,CH-02,HIGH
baseline,BA00596,2026-10-12 09:40:00,P-06,HIGH
baseline,BA00597,2026-10-22 01:46:00,P-01,HIGH
baseline,BA00598,2026-10-27 04:09:00,P-06,HIGH
baseline,BA00599,2026-10-22 10:20:00,P-05,HIGH
baseline,BA00600,2026-10-20 18:19:00,P-04,MEDIUM
baseline,BA00601,2026-10-23 13:06:00,P-06,HIGH
baseline,BA00602,2026-10-04 07:46:00,P-03,MEDIUM
baseline,BA00603,2026-10-04 18:19:00,P-01,HIGH
baseline,BA00604,2026-10-28 20:54:00,CH-02,HIGH
baseline,BA00605,2026-10-18 03:35:00,CH-02,HIGH
baseline,BA00606,2026-10-07 17:35:00,P-04,MEDIUM
baseline,BA00607,2026-10-29 21:06:00,P-04,HIGH
baseline,BA00608,2026-10-28 01:15:00,P-01,HIGH
baseline,BA00609,2026-10-12 05:25:00,CH-03,HIGH
baseline,BA00610,2026-10-16 00:32:00,CH-03,HIGH
baseline,BA00611,2026-10-28 07:17:00,P-04,HIGH
baseline,BA00612,2026-10-11 10:52:00,P-02,HIGH
baseline,BA00613,2026-10-17 02:22:00,P-06,HIGH
baseline,BA00614,2026-10-02 00:44:00,CH-02,HIGH
baseline,BA00615,2026-10-18 06:31:00,P-04,MEDIUM
baseline,BA00616,2026-10-22 12:44:00,P-01,HIGH
baseline,BA00617,2026-11-21 22:33:00,CH-02,HIGH
baseline,BA00618,2026-11-25 19:52:00,CH-01,HIGH
baseline,BA00619,2026-11-26 05:33:00,CH-03,MEDIUM
baseline,BA00620,2026-11-06 02:38:00,P-04,HIGH
baseline,BA00621,2026-11-06 06:36:00,P-02,HIGH
baseline,BA00622,2026-11-11 23:29:00,CH-01,HIGH
baseline,BA00623,2026-11-25 01:13:00,P-04,MEDIUM
baseline,BA00624,2026-11-13 06:48:00,CH-01,HIGH
baseline,BA00625,2026-11-03 17:28:00,P-01,HIGH
baseline,BA00626,2026-11-15 12:48:00,P-03,HIGH
baseline,BA00627,2026-11-02 14:11:00,CH-01,HIGH
baseline,BA00628,2026-11-08 03:39:00,CH-03,HIGH
baseline,BA00629,2026-11-04 23:29:00,P-05,HIGH
baseline,BA00630,2026-11-14 16:42:00,P-06,HIGH
baseline,BA00631,2026-11-14 01:03:00,CH-01,HIGH
baseline,BA00632,2026-11-16 14:05:00,P-05,MEDIUM
baseline,BA00633,2026-11-14 04:30:00,P-03,MEDIUM
baseline,BA00634,2026-11-01 15:52:00,P-06,MEDIUM
baseline,BA00635,2026-11-03 10:51:00,P-04,HIGH
baseline,BA00636,2026-11-01 21:23:00,P-04,HIGH
baseline,BA00637,2026-11-15 06:59:00,CH-02,HIGH
baseline,BA00638,2026-11-19 13:49:00,P-06,HIGH
baseline,BA00639,2026-11-01 20:52:00,CH-03,HIGH
baseline,BA00640,2026-11-26 19:16:00,P-01,HIGH
baseline,BA00641,2026-11-15 16:56:00,P-02,HIGH
baseline,BA00642,2026-11-02 07:30:00,P-06,MEDIUM
baseline,BA00643,2026-11-01 20:22:00,P-01,MEDIUM
baseline,BA00644,2026-11-17 15:28:00,P-06,HIGH
baseline,BA00645,2026-11-15 17:11:00,P-01,MEDIUM
baseline,BA00646,2026-11-20 05:20:00,P-03,HIGH
baseline,BA00647,2026-11-11 11:30:00,CH-01,MEDIUM
baseline,BA00648,2026-11-28 02:40:00,CH-03,MEDIUM
baseline,BA00649,2026-11-27 01:24:00,P-03,HIGH
baseline,BA00650,2026-11-03 12:56:00,P-04,HIGH
baseline,BA00651,2026-11-04 03:44:00,P-04,HIGH
baseline,BA00652,2026-11-23 02:16:00,P-02,MEDIUM
baseline,BA00653,2026-11-14 05:18:00,CH-02,HIGH
baseline,BA00654,2026-11-27 04:35:00,CH-02,HIGH
baseline,BA00655,2026-11-02 08:09:00,P-05,HIGH
baseline,BA00656,2026-11-29 10:31:00,CH-03,MEDIUM
baseline,BA00657,2026-11-27 11:20:00,CH-02,HIGH
baseline,BA00658,2026-11-04 16:05:00,P-05,HIGH
baseline,BA00659,2026-11-20 11:48:00,CH-02,HIGH
baseline,BA00660,2026-11-27 04:47:00,CH-03,MEDIUM
baseline,BA00661,2026-11-10 16:59:00,CH-01,HIGH
baseline,BA00662,2026-11-01 18:26:00,CH-03,MEDIUM
baseline,BA00663,2026-11-01 07:22:00,P-02,HIGH
baseline,BA00664,2026-11-02 10:15:00,P-02,MEDIUM
baseline,BA00665,2026-11-04 12:24:00,P-05,HIGH
baseline,BA00666,2026-11-20 21:19:00,CH-02,HIGH
baseline,BA00667,2026-11-02 22:05:00,P-02,MEDIUM
baseline,BA00668,2026-11-26 14:25:00,CH-03,HIGH
baseline,BA00669,2026-11-22 22:11:00,P-04,HIGH
baseline,BA00670,2026-11-02 03:56:00,CH-01,MEDIUM
baseline,BA00671,2026-11-28 04:27:00,CH-02,HIGH
baseline,BA00672,2026-11-17 18:02:00,P-05,HIGH
baseline,BA00673,2026-11-11 17:24:00,CH-03,HIGH
baseline,BA00674,2026-11-21 16:28:00,P-03,HIGH
baseline,BA00675,2026-11-01 02:39:00,P-03,MEDIUM
baseline,BA00676,2026-11-21 05:45:00,CH-03,HIGH
baseline,BA00677,2026-11-04 15:31:00,P-06,HIGH
baseline,BA00678,2026-11-06 16:28:00,CH-03,HIGH
baseline,BA00679,2026-11-03 13:11:00,P-04,HIGH
baseline,BA00680,2026-11-05 11:25:00,P-06,HIGH
baseline,BA00681,2026-11-29 00:25:00,CH-02,MEDIUM
baseline,BA00682,2026-11-26 10:22:00,P-06,HIGH
baseline,BA00683,2026-11-27 09:31:00,CH-03,HIGH
baseline,BA00684,2026-12-11 07:23:00,P-06,MEDIUM
baseline,BA00685,2026-12-24 17:59:00,P-06,HIGH
baseline,BA00686,2026-12-02 17:22:00,P-04,MEDIUM
baseline,BA00687,2026-12-31 03:38:00,P-03,HIGH
baseline,BA00688,2026-12-09 02:56:00,CH-03,HIGH
baseline,BA00689,2026-12-22 18:11:00,CH-02,HIGH
baseline,BA00690,2026-12-18 15:24:00,P-06,HIGH
baseline,BA00691,2026-12-27 09:25:00,CH-02,HIGH
baseline,BA00692,2026-12-10 14:12:00,CH-03,HIGH
baseline,BA00693,2026-12-26 17:43:00,P-06,MEDIUM
baseline,BA00694,2026-12-18 19:38:00,P-02,HIGH
baseline,BA00695,2026-12-08 07:15:00,P-02,HIGH
baseline,BA00696,2026-12-13 08:07:00,CH-02,HIGH
baseline,BA00697,2026-12-28 11:55:00,CH-01,HIGH
baseline,BA00698,2026-12-15 10:33:00,P-01,HIGH
baseline,BA00699,2026-12-31 16:05:00,P-05,HIGH
baseline,BA00700,2026-12-29 06:04:00,P-05,HIGH
baseline,BA00701,2026-12-04 19:57:00,P-04,MEDIUM
baseline,BA00702,2026-12-02 05:01:00,P-03,HIGH
baseline,BA00703,2026-12-02 00:39:00,P-04,HIGH
baseline,BA00704,2026-12-09 20:39:00,P-02,HIGH
baseline,BA00705,2026-12-06 23:21:00,P-03,HIGH
baseline,BA00706,2026-12-09 17:10:00,CH-01,HIGH
baseline,BA00707,2026-12-08 12:07:00,P-02,HIGH
baseline,BA00708,2026-12-28 04:37:00,CH-02,MEDIUM
baseline,BA00709,2026-12-13 17:18:00,P-04,HIGH
baseline,BA00710,2026-12-05 11:26:00,CH-01,MEDIUM
baseline,BA00711,2026-12-12 06:15:00,P-06,MEDIUM
baseline,BA00712,2026-12-17 13:59:00,P-04,HIGH
baseline,BA00713,2026-12-21 06:39:00,P-03,HIGH
baseline,BA00714,2026-12-08 08:28:00,P-03,MEDIUM
baseline,BA00715,2026-12-27 15:04:00,P-02,MEDIUM
baseline,BA00716,2026-12-13 21:11:00,CH-02,HIGH
baseline,BA00717,2026-12-18 08:31:00,P-04,MEDIUM
baseline,BA00718,2026-12-02 12:42:00,P-02,HIGH
baseline,BA00719,2026-12-28 23:29:00,P-04,HIGH
baseline,BA00720,2026-12-11 00:04:00,CH-03,HIGH
baseline,BA00721,2026-12-09 18:07:00,P-05,HIGH
baseline,BA00722,2026-12-15 00:34:00,P-02,HIGH
baseline,BA00723,2026-12-18 09:39:00,CH-03,MEDIUM
baseline,BA00724,2026-12-06 19:28:00,P-02,HIGH
baseline,BA00725,2026-12-11 07:03:00,CH-03,HIGH
baseline,BA00726,2026-12-07 10:11:00,P-04,MEDIUM
baseline,BA00727,2026-12-31 17:48:00,P-01,MEDIUM
baseline,BA00728,2026-12-29 05:17:00,CH-01,HIGH
baseline,BA00729,2026-12-10 16:31:00,P-05,HIGH
baseline,BA00730,2026-12-23 09:54:00,P-01,HIGH
baseline,BA00731,2026-12-04 02:54:00,CH-03,HIGH
baseline,BA00732,2026-12-27 04:22:00,CH-02,HIGH
baseline,BA00733,2026-12-18 04:57:00,P-01,MEDIUM
baseline,BA00734,2026-12-30 08:17:00,P-04,HIGH
baseline,BA00735,2026-12-28 22:14:00,P-05,MEDIUM
baseline,BA00736,2026-12-24 10:17:00,P-03,MEDIUM
baseline,BA00737,2026-12-23 11:30:00,CH-03,HIGH
baseline,BA00738,2026-12-26 09:30:00,P-02,HIGH
baseline,BA00739,2026-12-23 07:31:00,CH-01,MEDIUM
baseline,BA00740,2026-12-27 19:30:00,P-05,MEDIUM
baseline,BA00741,2026-12-24 19:49:00,P-06,HIGH
baseline,BA00742,2026-12-29 05:44:00,CH-01,HIGH
baseline,BA00743,2026-12-14 19:55:00,P-05,HIGH
baseline,BA00744,2026-12-24 11:44:00,CH-02,HIGH
baseline,BA00745,2026-12-17 03:59:00,P-03,HIGH
baseline,BA00746,2026-12-09 06:58:00,P-01,HIGH
baseline,BA00747,2026-12-21 22:03:00,P-06,MEDIUM
baseline,BA00748,2026-12-06 00:29:00,CH-01,HIGH
baseline,BA00749,2026-12-08 13:26:00,CH-02,HIGH
baseline,BA00750,2026-12-06 05:06:00,P-01,HIGH
baseline,BA00751,2026-12-03 03:49:00,P-05,HIGH
baseline,BA00752,2026-12-04 22:49:00,P-05,HIGH
baseline,BA00753,2026-12-08 02:33:00,CH-01,MEDIUM
baseline,BA00754,2026-12-28 04:15:00,CH-02,MEDIUM
baseline,BA00755,2026-12-28 01:50:00,P-06,MEDIUM
baseline,BA00756,2026-12-21 14:50:00,P-01,MEDIUM
baseline,BA00757,2026-12-06 12:33:00,CH-01,HIGH
baseline,BA00758,2026-12-13 15:02:00,P-01,HIGH
baseline,BA00759,2026-12-14 08:58:00,P-04,MEDIUM
post,PA00001,2027-09-29 06:26:00,CH-02,MEDIUM
post,PA00002,2027-09-06 08:07:00,P-01,HIGH
post,PA00003,2027-09-08 18:45:00,P-03,MEDIUM
post,PA00004,2027-09-02 01:59:00,P-04,HIGH
post,PA00005,2027-09-10 03:51:00,P-04,HIGH
post,PA00006,2027-09-29 07:45:00,P-05,HIGH
post,PA00007,2027-09-03 17:26:00,P-02,HIGH
post,PA00008,2027-09-02 03:23:00,CH-03,HIGH
post,PA00009,2027-09-11 07:07:00,P-05,HIGH
post,PA00010,2027-09-30 07:13:00,P-05,MEDIUM
post,PA00011,2027-09-16 17:16:00,P-03,HIGH
post,PA00012,2027-09-11 01:53:00,P-03,MEDIUM
post,PA00013,2027-09-06 04:16:00,P-05,MEDIUM
post,PA00014,2027-09-15 11:32:00,P-04,HIGH
post,PA00015,2027-09-18 12:41:00,CH-01,HIGH
post,PA00016,2027-10-21 00:20:00,CH-01,HIGH
post,PA00017,2027-10-29 19:46:00,P-01,MEDIUM
post,PA00018,2027-10-18 02:03:00,CH-01,HIGH
post,PA00019,2027-10-18 04:42:00,P-01,HIGH
post,PA00020,2027-10-15 11:10:00,CH-01,HIGH
post,PA00021,2027-10-17 01:57:00,P-02,MEDIUM
post,PA00022,2027-10-24 20:11:00,P-02,HIGH
post,PA00023,2027-10-16 22:38:00,P-01,HIGH
post,PA00024,2027-10-30 21:35:00,P-05,HIGH
post,PA00025,2027-10-04 19:51:00,CH-02,MEDIUM
post,PA00026,2027-10-15 08:23:00,P-04,HIGH
post,PA00027,2027-10-10 12:45:00,CH-02,HIGH
post,PA00028,2027-10-20 21:13:00,P-03,HIGH
post,PA00029,2027-10-12 12:48:00,CH-03,MEDIUM
post,PA00030,2027-11-14 17:00:00,P-01,HIGH
post,PA00031,2027-11-04 07:14:00,P-05,MEDIUM
post,PA00032,2027-11-30 01:46:00,P-05,HIGH
post,PA00033,2027-11-09 02:24:00,P-05,MEDIUM
post,PA00034,2027-11-10 07:30:00,P-05,HIGH
post,PA00035,2027-11-29 19:12:00,P-06,MEDIUM
post,PA00036,2027-11-16 12:09:00,P-01,MEDIUM
post,PA00037,2027-11-17 17:48:00,CH-01,HIGH
post,PA00038,2027-11-24 06:58:00,CH-03,HIGH
post,PA00039,2027-11-10 02:16:00,P-01,MEDIUM
post,PA00040,2027-11-16 14:39:00,CH-03,MEDIUM
post,PA00041,2027-11-18 06:33:00,P-04,HIGH
post,PA00042,2027-11-07 05:24:00,P-02,HIGH
post,PA00043,2027-11-29 19:00:00,CH-03,HIGH
post,PA00044,2027-11-19 20:45:00,P-04,HIGH
post,PA00045,2027-11-28 08:06:00,CH-02,HIGH
post,PA00046,2027-11-18 09:43:00,CH-01,HIGH
post,PA00047,2027-11-17 00:44:00,P-01,HIGH
post,PA00048,2027-11-09 01:11:00,P-05,HIGH
post,PA00049,2027-11-17 00:44:00,P-06,HIGH
post,PA00050,2027-11-06 17:18:00,CH-02,HIGH
post,PA00051,2027-11-04 02:19:00,P-06,MEDIUM
post,PA00052,2027-12-07 18:51:00,P-01,HIGH
post,PA00053,2027-12-06 07:17:00,P-06,HIGH
post,PA00054,2027-12-20 00:25:00,P-06,MEDIUM
post,PA00055,2027-12-13 09:33:00,P-03,HIGH
post,PA00056,2027-12-28 02:31:00,P-01,HIGH
post,PA00057,2027-12-31 00:21:00,P-03,HIGH
post,PA00058,2027-12-03 10:46:00,P-03,HIGH
post,PA00059,2027-12-23 07:12:00,CH-02,MEDIUM
post,PA00060,2027-12-18 17:50:00,CH-01,HIGH
post,PA00061,2027-12-18 17:59:00,P-04,HIGH
post,PA00062,2027-12-16 22:28:00,P-02,HIGH
post,PA00063,2027-12-12 09:35:00,CH-02,HIGH
post,PA00064,2027-12-22 08:38:00,CH-01,HIGH
post,PA00065,2027-12-13 17:03:00,P-02,HIGH
post,PA00066,2027-12-14 03:22:00,CH-01,HIGH
post,PA00067,2027-12-13 10:01:00,P-03,HIGH
post,PA00068,2027-12-13 05:53:00,CH-02,HIGH
post,PA00069,2027-12-22 03:56:00,P-01,HIGH
post,PA00070,2027-12-31 20:17:00,CH-02,HIGH
post,PA00071,2028-01-28 18:39:00,CH-01,HIGH
post,PA00072,2028-01-27 13:58:00,P-04,MEDIUM
post,PA00073,2028-01-07 10:50:00,CH-02,HIGH
post,PA00074,2028-01-01 12:39:00,P-06,HIGH
post,PA00075,2028-01-05 22:48:00,P-04,HIGH
post,PA00076,2028-01-04 07:15:00,P-03,HIGH
post,PA00077,2028-01-24 11:51:00,CH-03,HIGH
post,PA00078,2028-01-20 04:20:00,P-02,HIGH
post,PA00079,2028-01-21 00:17:00,P-06,HIGH
post,PA00080,2028-01-07 08:24:00,P-03,MEDIUM
post,PA00081,2028-01-03 22:05:00,P-05,HIGH
post,PA00082,2028-01-04 22:16:00,P-01,MEDIUM
post,PA00083,2028-01-07 04:40:00,P-06,HIGH
post,PA00084,2028-01-05 15:40:00,P-05,MEDIUM
post,PA00085,2028-01-20 18:22:00,P-04,HIGH
post,PA00086,2028-02-08 04:11:00,P-05,HIGH
post,PA00087,2028-02-18 10:49:00,CH-02,HIGH
post,PA00088,2028-02-20 23:05:00,P-05,HIGH
post,PA00089,2028-02-11 18:07:00,CH-01,HIGH
post,PA00090,2028-02-04 11:05:00,P-01,MEDIUM
post,PA00091,2028-02-29 18:29:00,P-06,MEDIUM
post,PA00092,2028-02-03 20:57:00,P-05,MEDIUM
post,PA00093,2028-02-13 20:25:00,CH-02,HIGH
post,PA00094,2028-02-19 07:49:00,P-06,MEDIUM
post,PA00095,2028-02-21 08:32:00,P-01,HIGH
post,PA00096,2028-02-02 05:59:00,P-04,HIGH
post,PA00097,2028-02-03 16:55:00,P-04,HIGH
post,PA00098,2028-02-20 07:40:00,P-02,HIGH
post,PA00099,2028-02-23 17:47:00,P-03,HIGH
post,PA00100,2028-02-25 15:56:00,P-01,MEDIUM
post,PA00101,2028-02-14 04:08:00,P-04,HIGH
post,PA00102,2028-02-20 01:21:00,CH-01,HIGH
post,PA00103,2028-02-24 04:57:00,CH-01,HIGH
post,PA00104,2028-02-17 20:00:00,P-06,MEDIUM
post,PA00105,2028-02-21 16:35:00,P-03,HIGH
post,PA00106,2028-02-25 15:07:00,P-06,MEDIUM
post,PA00107,2028-02-19 19:37:00,P-06,HIGH
post,PA00108,2028-03-05 19:55:00,P-03,MEDIUM
post,PA00109,2028-03-12 05:03:00,P-06,MEDIUM
post,PA00110,2028-03-17 12:09:00,CH-03,HIGH
post,PA00111,2028-03-29 22:18:00,CH-02,HIGH
post,PA00112,2028-03-04 18:12:00,P-02,HIGH
post,PA00113,2028-03-22 20:18:00,P-06,HIGH
post,PA00114,2028-03-27 05:43:00,P-02,HIGH
post,PA00115,2028-03-16 17:58:00,CH-02,HIGH
post,PA00116,2028-03-23 02:04:00,CH-01,HIGH
post,PA00117,2028-03-17 05:20:00,CH-03,HIGH
post,PA00118,2028-03-18 01:12:00,P-05,HIGH
post,PA00119,2028-03-11 09:57:00,P-01,MEDIUM
post,PA00120,2028-03-26 14:36:00,CH-03,HIGH
post,PA00121,2028-03-10 16:28:00,P-01,HIGH
post,PA00122,2028-03-06 18:29:00,P-05,HIGH
post,PA00123,2028-03-25 21:38:00,P-02,MEDIUM
